date,time,temperature,x_axix,y_axix,z_axix,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
10/14/2021,3:03:24 PM,101.53,-4.99,-0.22,-7.22,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:28 PM,101.07,-5.99,-0.33,-8.14,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:30 PM,100.31,-6.0,0.18,-7.54,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:33 PM,100.13,-6.06,0.21,-7.59,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:34 PM,100.13,-6.04,0.14,-7.54,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:38 PM,100.42,-6.11,0.24,-7.51,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:39 PM,100.24,-6.05,0.18,-7.56,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:41 PM,100.56,-5.89,0.11,-7.76,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:44 PM,100.6,-6.16,-0.1,-7.64,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:46 PM,100.78,-6.0,-0.1,-7.47,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:48 PM,100.45,-6.03,-0.06,-7.57,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:50 PM,100.6,-5.91,-0.09,-7.59,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:52 PM,100.6,-6.19,-0.24,-7.71,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:54 PM,100.74,-5.69,-0.12,-7.24,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:56 PM,100.63,-6.7,-0.03,-7.91,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:03:58 PM,100.71,-6.07,-0.54,-7.23,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:01 PM,100.17,-5.97,-0.47,-7.61,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:02 PM,100.45,-6.12,-0.22,-7.85,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:04 PM,100.74,-6.09,-0.4,-7.41,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:07 PM,100.63,-5.25,-0.45,-7.69,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:08 PM,101.28,-6.91,0.03,-8.14,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:13 PM,101.5,-6.73,-0.15,-6.76,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:15 PM,101.68,-6.77,-0.21,-6.94,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:17 PM,101.82,-6.64,-0.15,-6.84,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:19 PM,101.14,-6.12,-0.24,-6.93,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:21 PM,101.21,-7.29,0.15,-7.47,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:24 PM,101.28,-6.4,1.26,-6.6,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:26 PM,101.17,-7.21,0.7,-7.16,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:28 PM,101.61,-6.77,0.18,-6.35,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:30 PM,101.64,-7.1,0.05,-6.93,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:32 PM,101.61,-6.99,0.0,-6.68,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:34 PM,101.79,-6.85,-0.05,-6.88,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:04:36 PM,101.97,-6.83,-0.1,-6.78,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:05:47 PM,101.97,-6.22,0.24,-7.15,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:05:48 PM,101.03,-7.03,0.24,-7.15,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:05:52 PM,101.35,-4.1,-0.14,-6.86,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:05:54 PM,100.31,-4.12,2.79,-9.27,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:05:58 PM,100.74,-7.07,3.85,-7.1,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:00 PM,101.28,-6.58,3.01,-6.05,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:04 PM,100.92,-6.15,2.89,-6.43,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:06 PM,100.38,-5.83,3.01,-6.91,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:08 PM,100.78,-5.89,2.83,-7.35,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:10 PM,101.21,-7.62,2.73,-7.22,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:13 PM,101.28,-6.29,3.1,-6.83,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:15 PM,100.99,-6.48,1.0,-7.13,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:18 PM,101.07,-6.31,0.14,-7.19,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:20 PM,100.92,-6.33,0.1,-7.3,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:22 PM,100.45,-6.23,0.23,-7.28,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:24 PM,100.78,-6.38,1.2,-7.52,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:28 PM,100.71,-6.36,0.95,-6.76,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:31 PM,100.89,-6.35,0.91,-7.22,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:33 PM,101.28,-5.44,0.96,-7.29,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:35 PM,101.64,-6.58,1.94,-8.11,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:38 PM,101.75,-7.0,1.57,-6.9,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:40 PM,100.92,-6.78,1.47,-6.65,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:43 PM,101.64,-7.07,2.82,-6.73,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:45 PM,101.64,-7.12,1.69,-6.49,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:52 PM,101.93,-6.79,1.81,-6.4,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:54 PM,102.07,-6.65,1.94,-6.73,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:06:54 PM,102.07,-6.65,1.94,-6.73,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:08:37 PM,102.25,-6.18,0.52,-7.18,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:08:39 PM,101.14,-6.98,0.63,-7.32,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:08:41 PM,101.32,-6.68,0.46,-7.18,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:08:43 PM,101.28,-5.85,-0.71,-7.04,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:08:48 PM,101.28,-5.81,-0.33,-8.04,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:08:50 PM,100.99,-5.86,-0.42,-7.69,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:08:52 PM,101.07,-5.99,-0.49,-7.61,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:08:54 PM,101.17,-5.93,-0.41,-7.57,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:08:56 PM,100.78,-5.22,-0.3,-7.68,,,,,,,,,,,,,,,,,,,,,
10/14/2021,3:08:58 PM,100.31,-4.88,0.26,-8.17,,,,,,,,,,,,,,,,,,,,,
10/14/2021,5:56:43 PM,99.12,-6.35,-0.61,,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:52:38 AM,92.17,1.93,0.33,,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:52:38 AM,92.17,3.06,0.33,-10.0,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:52:40 AM,92.1,1.81,2.53,-8.52,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:52:42 AM,92.53,2.26,2.67,-9.17,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:52:44 AM,91.74,-0.62,1.63,-8.76,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:52:46 AM,91.09,0.05,-2.95,-9.27,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:52:48 AM,92.39,3.16,-0.41,-9.94,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:52:50 AM,91.53,1.95,-0.76,-8.68,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:52:52 AM,92.68,3.61,0.44,-9.46,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:52:54 AM,93.43,-0.18,2.87,-7.96,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:52:58 AM,95.67,0.72,4.53,-8.24,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:00 AM,96.75,0.55,-1.13,-9.42,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:02 AM,95.67,0.67,-1.72,-9.39,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:04 AM,96.28,0.51,-1.33,-9.51,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:07 AM,95.41,0.56,-1.47,-9.53,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:09 AM,95.52,0.5,-2.0,-9.39,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:11 AM,96.67,0.68,-1.9,-9.44,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:15 AM,95.56,0.69,-1.36,-9.53,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:17 AM,95.7,0.74,-1.29,-9.51,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:19 AM,95.85,0.75,-1.43,-9.47,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:21 AM,94.95,0.7,-1.42,-9.46,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:27 AM,94.87,0.66,-1.54,-9.46,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:29 AM,95.27,0.71,-1.98,-9.28,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:35 AM,94.73,1.11,-1.73,-9.39,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:37 AM,91.89,1.3,-4.33,-8.46,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:39 AM,88.79,1.23,-4.72,-8.23,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:42 AM,84.65,0.02,-4.82,-8.11,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:44 AM,88.79,0.15,-5.67,-7.86,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:46 AM,91.92,0.19,-6.14,-7.4,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:48 AM,91.71,0.49,-6.36,-7.34,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:50 AM,91.2,0.41,-6.29,-7.45,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:55 AM,91.2,0.48,-6.55,-7.16,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:57 AM,90.84,0.45,-6.47,-7.21,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:53:59 AM,91.06,0.38,-6.53,-7.01,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:01 AM,90.66,0.52,-6.51,-7.03,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:03 AM,93.72,3.79,-6.84,-6.74,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:04 AM,93.76,4.75,0.47,-8.92,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:07 AM,93.65,3.94,0.59,-8.38,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:09 AM,93.9,4.79,-0.22,-8.74,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:11 AM,94.41,4.29,-0.14,-8.03,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:13 AM,94.69,5.36,1.38,-8.78,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:15 AM,94.84,4.62,-0.62,-7.31,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:16 AM,94.87,4.84,0.09,-8.63,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:19 AM,94.95,4.7,0.43,-8.38,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:20 AM,94.59,4.16,-0.54,-9.24,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:24 AM,95.38,4.03,0.76,-8.65,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:26 AM,95.02,3.87,0.56,-8.18,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:28 AM,93.79,5.37,0.37,-8.93,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:30 AM,93.51,3.97,0.43,-6.16,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:31 AM,93.79,5.16,0.35,-8.34,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:33 AM,93.36,4.2,-0.56,-8.48,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:35 AM,93.51,4.07,0.09,-7.92,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:37 AM,93.9,5.22,0.02,-9.46,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:40 AM,94.01,4.39,0.42,-7.36,,,,,,,,,,,,,,,,,,,,,
10/15/2021,11:54:48 AM,94.33,4.06,-1.84,-9.9,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:00 PM,101.07,-5.44,6.06,-5.74,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:02 PM,101.53,-5.22,5.53,-6.11,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:04 PM,101.35,-5.16,5.58,-6.22,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:06 PM,101.53,-4.66,5.66,-6.04,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:09 PM,101.39,-5.18,6.19,-6.34,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:11 PM,101.21,-5.25,5.64,-6.11,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:15 PM,101.35,-5.14,5.63,-6.15,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:16 PM,99.12,-5.29,5.66,-6.34,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:18 PM,99.52,-4.15,3.25,-7.33,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:20 PM,98.83,-4.13,3.18,-8.3,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:22 PM,100.42,-4.87,2.63,-8.66,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:25 PM,98.69,-5.42,6.89,-4.38,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:27 PM,99.34,-5.47,6.64,-4.94,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:29 PM,99.84,-5.42,6.7,-4.95,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:31 PM,100.17,-5.63,6.58,-5.0,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:33 PM,99.66,-5.9,6.24,-5.17,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:35 PM,99.12,-5.96,5.6,-5.59,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:37 PM,99.37,-5.85,5.63,-5.53,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:39 PM,99.37,-5.79,5.65,-5.53,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:43 PM,99.37,-5.84,5.77,-5.6,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:46 PM,99.12,-5.85,5.62,-5.62,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:53 PM,99.05,-6.07,5.71,-5.46,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:55 PM,98.98,-5.94,5.64,-5.38,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:57 PM,98.69,-5.89,5.73,-5.37,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:09:59 PM,99.23,-5.54,5.88,-5.29,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:01 PM,100.71,-5.75,5.87,-5.65,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:03 PM,100.49,-5.84,5.84,-5.54,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:05 PM,101.21,-5.82,5.65,-5.31,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:07 PM,100.74,-5.74,5.81,-5.47,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:09 PM,99.7,-5.76,5.8,-5.48,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:11 PM,99.34,-5.91,5.83,-5.4,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:13 PM,99.95,-5.86,5.64,-5.37,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:15 PM,99.88,-5.92,5.69,-5.52,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:17 PM,99.7,-5.85,5.78,-5.35,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:20 PM,99.7,-5.88,5.71,-5.49,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:24 PM,100.09,-5.72,5.77,-5.5,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:25 PM,100.71,-5.79,5.79,-5.45,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:33 PM,100.31,-5.84,5.77,-5.49,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:35 PM,101.39,-5.77,5.7,-5.56,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:37 PM,101.28,-5.86,5.77,-5.59,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:48 PM,101.28,-5.66,5.79,-5.41,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:52 PM,101.28,-5.65,5.61,-5.74,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:54 PM,102.11,-5.53,5.66,-5.67,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:56 PM,102.29,-5.55,5.63,-5.95,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:10:58 PM,101.82,-5.56,5.78,-5.82,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:00 PM,102.0,-5.7,5.77,-5.84,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:02 PM,101.61,-5.73,4.84,-5.83,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:04 PM,101.14,-5.68,5.68,-5.66,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:06 PM,101.28,-4.03,5.68,-5.66,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:08 PM,101.17,-5.95,4.53,-6.33,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:10 PM,101.21,-5.97,5.43,-5.46,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:12 PM,101.5,-6.01,5.53,-5.41,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:16 PM,101.53,-6.17,5.79,-4.68,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:18 PM,101.79,-5.06,5.33,-5.68,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:20 PM,101.79,-5.84,5.44,-6.42,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:22 PM,101.03,-5.2,5.2,-5.87,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:27 PM,101.68,-4.88,5.95,-5.74,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:29 PM,102.25,-4.78,5.6,-6.25,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:31 PM,101.93,-5.54,5.48,-6.29,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:33 PM,102.0,-5.62,5.49,-5.83,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:35 PM,100.99,-6.29,5.6,-6.86,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:37 PM,101.5,-5.35,5.1,-6.01,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:39 PM,101.39,-5.17,5.77,-5.73,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:41 PM,102.11,-5.13,4.75,-6.04,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:43 PM,102.54,-4.24,4.8,-6.73,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:45 PM,101.82,-4.98,4.69,-7.16,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:47 PM,101.79,-4.68,5.13,-6.82,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:49 PM,101.79,-4.65,5.12,-6.75,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:51 PM,102.43,-5.07,6.13,-6.57,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:53 PM,102.87,-5.32,5.29,-6.44,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:55 PM,102.15,-5.07,5.13,-6.62,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:11:57 PM,102.07,-5.9,5.32,-6.42,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:01 PM,102.72,-4.85,4.79,-6.18,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:03 PM,102.72,-6.18,5.41,-6.78,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:05 PM,102.87,-6.17,5.52,-5.67,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:06 PM,102.61,-5.24,5.95,-5.36,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:09 PM,102.43,-4.9,5.67,-6.1,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:11 PM,101.5,-5.17,5.66,-6.3,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:13 PM,102.25,-7.13,5.82,-6.31,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:15 PM,102.07,-5.16,6.9,-4.57,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:18 PM,101.82,-4.97,5.4,-6.06,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:20 PM,100.85,-5.78,5.34,-6.74,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:22 PM,101.14,-4.73,5.89,-5.93,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:24 PM,100.71,-4.41,6.16,-6.15,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:26 PM,100.92,-4.46,5.68,-6.44,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:28 PM,100.45,-5.92,5.61,-6.76,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:31 PM,99.84,-5.26,5.54,-6.08,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:32 PM,100.63,-5.32,5.96,-5.82,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:34 PM,100.89,-4.64,5.74,-6.13,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:36 PM,100.45,-4.66,5.54,-6.65,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:38 PM,99.55,-4.02,5.37,-7.01,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:40 PM,100.49,-4.99,6.33,-6.47,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:44 PM,100.99,-4.17,5.75,-5.69,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:47 PM,101.14,-4.83,4.87,-6.76,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:48 PM,100.42,-4.9,5.68,-6.45,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:51 PM,99.73,-4.74,5.76,-6.23,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:52 PM,100.74,-4.61,5.62,-6.48,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:54 PM,100.85,-5.32,5.55,-6.63,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:44 PM,100.85,-5.32,5.55,-6.63,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:46 PM,101.21,-4.65,5.67,-5.99,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:48 PM,100.09,-4.52,5.51,-6.55,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:50 PM,100.63,-4.35,6.42,-6.28,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:52 PM,101.21,-4.69,5.3,-6.74,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:54 PM,100.24,-5.47,5.63,-6.32,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:57 PM,99.52,-4.06,5.98,-5.98,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:12:59 PM,100.27,-4.66,5.86,-6.79,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:01 PM,100.02,-6.64,5.61,-6.5,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:03 PM,100.38,-4.62,5.1,-5.93,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:05 PM,100.74,-4.47,4.12,-7.34,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:07 PM,101.68,-4.68,4.55,-7.26,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:09 PM,101.35,-5.85,4.14,-7.35,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:11 PM,100.74,-4.87,4.64,-6.63,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:13 PM,101.64,-4.64,4.81,-6.93,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:18 PM,100.78,-5.01,4.86,-7.14,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:19 PM,100.99,-4.92,5.58,-6.85,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:21 PM,102.25,-5.6,5.0,-6.56,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:23 PM,101.64,-4.51,4.37,-6.73,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:25 PM,101.07,-5.0,5.0,-7.06,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:28 PM,101.5,-4.47,5.09,-6.75,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:30 PM,100.85,-4.37,5.48,-6.64,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:32 PM,102.11,-4.8,5.77,-6.84,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:34 PM,102.9,-4.76,5.66,-6.48,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:36 PM,103.01,-4.22,5.66,-6.67,,,,,,,,,,,,,,,,,,,,,
10/15/2021,12:13:38 PM,102.4,-6.48,5.04,-6.68,,,,,,,,,,,,,,,,,,,,,
